,0,1,2,3,4,5,6,7
1525,1525.0,low,med,2.0,4.0,med,med,acc
1526,1526.0,low,med,2.0,4.0,med,high,good
1527,1527.0,low,med,2.0,4.0,big,low,unacc
1528,1528.0,low,med,2.0,4.0,big,med,good
1529,1529.0,low,med,2.0,4.0,big,high,vgood
1530,1530.0,low,med,2.0,more,small,low,unacc
1531,1531.0,low,med,2.0,more,small,med,unacc
1532,1532.0,low,med,2.0,more,small,high,unacc
1533,1533.0,low,med,2.0,more,med,low,unacc
1534,1534.0,low,med,2.0,more,med,med,acc
1535,1535.0,low,med,2.0,more,med,high,good
1536,1536.0,low,med,2.0,more,big,low,unacc
1537,1537.0,low,med,2.0,more,big,med,good
1538,1538.0,low,med,2.0,more,big,high,vgood
1539,1539.0,low,med,3.0,2.0,small,low,unacc
1540,1540.0,low,med,3.0,2.0,small,med,unacc
1541,1541.0,low,med,3.0,2.0,small,high,unacc
1542,1542.0,low,med,3.0,2.0,med,low,unacc
1543,1543.0,low,med,3.0,2.0,med,med,unacc
1544,1544.0,low,med,3.0,2.0,med,high,unacc
1545,1545.0,low,med,3.0,2.0,big,low,unacc
1546,1546.0,low,med,3.0,2.0,big,med,unacc
1547,1547.0,low,med,3.0,2.0,big,high,unacc
1548,1548.0,low,med,3.0,4.0,small,low,unacc
1549,1549.0,low,med,3.0,4.0,small,med,acc
1550,1550.0,low,med,3.0,4.0,small,high,good
1551,1551.0,low,med,3.0,4.0,med,low,unacc
1552,1552.0,low,med,3.0,4.0,med,med,acc
1553,1553.0,low,med,3.0,4.0,med,high,good
1554,1554.0,low,med,3.0,4.0,big,low,unacc
1555,1555.0,low,med,3.0,4.0,big,med,good
1556,1556.0,low,med,3.0,4.0,big,high,vgood
1557,1557.0,low,med,3.0,more,small,low,unacc
1558,1558.0,low,med,3.0,more,small,med,acc
1559,1559.0,low,med,3.0,more,small,high,good
1560,1560.0,low,med,3.0,more,med,low,unacc
1561,1561.0,low,med,3.0,more,med,med,good
1562,1562.0,low,med,3.0,more,med,high,vgood
1563,1563.0,low,med,3.0,more,big,low,unacc
1564,1564.0,low,med,3.0,more,big,med,good
1565,1565.0,low,med,3.0,more,big,high,vgood
1566,1566.0,low,med,4.0,2.0,small,low,unacc
1567,1567.0,low,med,4.0,2.0,small,med,unacc
1568,1568.0,low,med,4.0,2.0,small,high,unacc
1569,1569.0,low,med,4.0,2.0,med,low,unacc
1570,1570.0,low,med,4.0,2.0,med,med,unacc
1571,1571.0,low,med,4.0,2.0,med,high,unacc
1572,1572.0,low,med,4.0,2.0,big,low,unacc
1573,1573.0,low,med,4.0,2.0,big,med,unacc
1574,1574.0,low,med,4.0,2.0,big,high,unacc
1575,1575.0,low,med,4.0,4.0,small,low,unacc
1576,1576.0,low,med,4.0,4.0,small,med,acc
1577,1577.0,low,med,4.0,4.0,small,high,good
1578,1578.0,low,med,4.0,4.0,med,low,unacc
1579,1579.0,low,med,4.0,4.0,med,med,good
1580,1580.0,low,med,4.0,4.0,med,high,vgood
1581,1581.0,low,med,4.0,4.0,big,low,unacc
1582,1582.0,low,med,4.0,4.0,big,med,good
1583,1583.0,low,med,4.0,4.0,big,high,vgood
1584,1584.0,low,med,4.0,more,small,low,unacc
1585,1585.0,low,med,4.0,more,small,med,acc
1586,1586.0,low,med,4.0,more,small,high,good
1587,1587.0,low,med,4.0,more,med,low,unacc
1588,1588.0,low,med,4.0,more,med,med,good
1589,1589.0,low,med,4.0,more,med,high,vgood
1590,1590.0,low,med,4.0,more,big,low,unacc
1591,1591.0,low,med,4.0,more,big,med,good
1592,1592.0,low,med,4.0,more,big,high,vgood
1593,1593.0,low,med,5-more,2.0,small,low,unacc
1594,1594.0,low,med,5-more,2.0,small,med,unacc
1595,1595.0,low,med,5-more,2.0,small,high,unacc
1596,1596.0,low,med,5-more,2.0,med,low,unacc
1597,1597.0,low,med,5-more,2.0,med,med,unacc
1598,1598.0,low,med,5-more,2.0,med,high,unacc
1599,1599.0,low,med,5-more,2.0,big,low,unacc
1600,1600.0,low,med,5-more,2.0,big,med,unacc
1601,1601.0,low,med,5-more,2.0,big,high,unacc
1602,1602.0,low,med,5-more,4.0,small,low,unacc
1603,1603.0,low,med,5-more,4.0,small,med,acc
1604,1604.0,low,med,5-more,4.0,small,high,good
1605,1605.0,low,med,5-more,4.0,med,low,unacc
1606,1606.0,low,med,5-more,4.0,med,med,good
1607,1607.0,low,med,5-more,4.0,med,high,vgood
1608,1608.0,low,med,5-more,4.0,big,low,unacc
1609,1609.0,low,med,5-more,4.0,big,med,good
1610,1610.0,low,med,5-more,4.0,big,high,vgood
1611,1611.0,low,med,5-more,more,small,low,unacc
1612,1612.0,low,med,5-more,more,small,med,acc
1613,1613.0,low,med,5-more,more,small,high,good
1614,1614.0,low,med,5-more,more,med,low,unacc
1615,1615.0,low,med,5-more,more,med,med,good
1616,1616.0,low,med,5-more,more,med,high,vgood
1617,1617.0,low,med,5-more,more,big,low,unacc
1618,1618.0,low,med,5-more,more,big,med,good
1619,1619.0,low,med,5-more,more,big,high,vgood
1620,1620.0,low,low,2.0,2.0,small,low,unacc
1621,1621.0,low,low,2.0,2.0,small,med,unacc
1622,1622.0,low,low,2.0,2.0,small,high,unacc
1623,1623.0,low,low,2.0,2.0,med,low,unacc
1624,1624.0,low,low,2.0,2.0,med,med,unacc
1625,1625.0,low,low,2.0,2.0,med,high,unacc
1626,1626.0,low,low,2.0,2.0,big,low,unacc
1627,1627.0,low,low,2.0,2.0,big,med,unacc
1628,1628.0,low,low,2.0,2.0,big,high,unacc
1629,1629.0,low,low,2.0,4.0,small,low,unacc
1630,1630.0,low,low,2.0,4.0,small,med,acc
1631,1631.0,low,low,2.0,4.0,small,high,good
1632,1632.0,low,low,2.0,4.0,med,low,unacc
1633,1633.0,low,low,2.0,4.0,med,med,acc
1634,1634.0,low,low,2.0,4.0,med,high,good
1635,1635.0,low,low,2.0,4.0,big,low,unacc
1636,1636.0,low,low,2.0,4.0,big,med,good
1637,1637.0,low,low,2.0,4.0,big,high,vgood
1638,1638.0,low,low,2.0,more,small,low,unacc
1639,1639.0,low,low,2.0,more,small,med,unacc
1640,1640.0,low,low,2.0,more,small,high,unacc
1641,1641.0,low,low,2.0,more,med,low,unacc
1642,1642.0,low,low,2.0,more,med,med,acc
1643,1643.0,low,low,2.0,more,med,high,good
1644,1644.0,low,low,2.0,more,big,low,unacc
1645,1645.0,low,low,2.0,more,big,med,good
1646,1646.0,low,low,2.0,more,big,high,vgood
1647,1647.0,low,low,3.0,2.0,small,low,unacc
1648,1648.0,low,low,3.0,2.0,small,med,unacc
1649,1649.0,low,low,3.0,2.0,small,high,unacc
1650,1650.0,low,low,3.0,2.0,med,low,unacc
1651,1651.0,low,low,3.0,2.0,med,med,unacc
1652,1652.0,low,low,3.0,2.0,med,high,unacc
1653,1653.0,low,low,3.0,2.0,big,low,unacc
1654,1654.0,low,low,3.0,2.0,big,med,unacc
1655,1655.0,low,low,3.0,2.0,big,high,unacc
1656,1656.0,low,low,3.0,4.0,small,low,unacc
1657,1657.0,low,low,3.0,4.0,small,med,acc
1658,1658.0,low,low,3.0,4.0,small,high,good
1659,1659.0,low,low,3.0,4.0,med,low,unacc
1660,1660.0,low,low,3.0,4.0,med,med,acc
1661,1661.0,low,low,3.0,4.0,med,high,good
1662,1662.0,low,low,3.0,4.0,big,low,unacc
1663,1663.0,low,low,3.0,4.0,big,med,good
1664,1664.0,low,low,3.0,4.0,big,high,vgood
1665,1665.0,low,low,3.0,more,small,low,unacc
1666,1666.0,low,low,3.0,more,small,med,acc
1667,1667.0,low,low,3.0,more,small,high,good
1668,1668.0,low,low,3.0,more,med,low,unacc
1669,1669.0,low,low,3.0,more,med,med,good
1670,1670.0,low,low,3.0,more,med,high,vgood
1671,1671.0,low,low,3.0,more,big,low,unacc
1672,1672.0,low,low,3.0,more,big,med,good
1673,1673.0,low,low,3.0,more,big,high,vgood
1674,1674.0,low,low,4.0,2.0,small,low,unacc
1675,1675.0,low,low,4.0,2.0,small,med,unacc
1676,1676.0,low,low,4.0,2.0,small,high,unacc
1677,1677.0,low,low,4.0,2.0,med,low,unacc
1678,1678.0,low,low,4.0,2.0,med,med,unacc
1679,1679.0,low,low,4.0,2.0,med,high,unacc
1680,1680.0,low,low,4.0,2.0,big,low,unacc
1681,1681.0,low,low,4.0,2.0,big,med,unacc
1682,1682.0,low,low,4.0,2.0,big,high,unacc
1683,1683.0,low,low,4.0,4.0,small,low,unacc
1684,1684.0,low,low,4.0,4.0,small,med,acc
1685,1685.0,low,low,4.0,4.0,small,high,good
1686,1686.0,low,low,4.0,4.0,med,low,unacc
1687,1687.0,low,low,4.0,4.0,med,med,good
1688,1688.0,low,low,4.0,4.0,med,high,vgood
1689,1689.0,low,low,4.0,4.0,big,low,unacc
1690,1690.0,low,low,4.0,4.0,big,med,good
1691,1691.0,low,low,4.0,4.0,big,high,vgood
1692,1692.0,low,low,4.0,more,small,low,unacc
1693,1693.0,low,low,4.0,more,small,med,acc
1694,1694.0,low,low,4.0,more,small,high,good
1695,1695.0,low,low,4.0,more,med,low,unacc
1696,1696.0,low,low,4.0,more,med,med,good
1697,1697.0,low,low,4.0,more,med,high,vgood
1698,1698.0,low,low,4.0,more,big,low,unacc
1699,1699.0,low,low,4.0,more,big,med,good
1700,1700.0,low,low,4.0,more,big,high,vgood
1701,1701.0,low,low,5-more,2.0,small,low,unacc
1702,1702.0,low,low,5-more,2.0,small,med,unacc
1703,1703.0,low,low,5-more,2.0,small,high,unacc
1704,1704.0,low,low,5-more,2.0,med,low,unacc
1705,1705.0,low,low,5-more,2.0,med,med,unacc
1706,1706.0,low,low,5-more,2.0,med,high,unacc
1707,1707.0,low,low,5-more,2.0,big,low,unacc
1708,1708.0,low,low,5-more,2.0,big,med,unacc
1709,1709.0,low,low,5-more,2.0,big,high,unacc
1710,1710.0,low,low,5-more,4.0,small,low,unacc
1711,1711.0,low,low,5-more,4.0,small,med,acc
1712,1712.0,low,low,5-more,4.0,small,high,good
1713,1713.0,low,low,5-more,4.0,med,low,unacc
1714,1714.0,low,low,5-more,4.0,med,med,good
1715,1715.0,low,low,5-more,4.0,med,high,vgood
1716,1716.0,low,low,5-more,4.0,big,low,unacc
1717,1717.0,low,low,5-more,4.0,big,med,good
1718,1718.0,low,low,5-more,4.0,big,high,vgood
1719,1719.0,low,low,5-more,more,small,low,unacc
1720,1720.0,low,low,5-more,more,small,med,acc
1721,1721.0,low,low,5-more,more,small,high,good
1722,1722.0,low,low,5-more,more,med,low,unacc
1723,1723.0,low,low,5-more,more,med,med,good
1724,1724.0,low,low,5-more,more,med,high,vgood
1725,1725.0,low,low,5-more,more,big,low,unacc
1726,1726.0,low,low,5-more,more,big,med,good
1727,1727.0,low,low,5-more,more,big,high,vgood
